q_offset,i_offset,n_offset,m_offset,detectable_2.5,detectable_5.0,detectable_7.5,detectable_10.0,detectable_sum
-36.0,0.2999999999999998,0.10000000000000007,0.2,0,0,1,1,2
-36.0,0.2999999999999998,0.10000000000000007,0.30000000000000004,0,0,1,1,2
-36.0,0.2999999999999998,0.10000000000000007,0.4000000000000001,0,0,0,1,1
-36.0,0.2999999999999998,0.19999999999999973,-0.5,0,0,1,1,2
-36.0,0.2999999999999998,0.19999999999999973,-0.3999999999999999,0,0,1,1,2
-36.0,0.2999999999999998,0.19999999999999973,0.4000000000000001,0,0,1,1,2
-36.0,0.2999999999999998,0.19999999999999973,0.2,1,1,1,1,4
-36.0,0.2999999999999998,0.19999999999999973,0.30000000000000004,1,1,1,1,4
-36.0,0.2999999999999998,0.2999999999999998,0.4000000000000001,0,0,1,1,2
-36.0,0.2999999999999998,0.2999999999999998,0.10000000000000007,0,0,0,1,1
-36.0,0.2999999999999998,0.2999999999999998,0.2,0,0,1,1,2
-36.0,0.2999999999999998,0.2999999999999998,0.30000000000000004,0,1,1,1,3
-36.0,0.4000000000000004,0.10000000000000007,-0.2,0,0,0,1,1
-36.0,0.4000000000000004,0.10000000000000007,0.30000000000000004,0,0,0,1,1
-36.0,0.4000000000000004,0.10000000000000007,0.2,0,0,0,1,1
-36.0,0.4000000000000004,0.19999999999999973,-0.5,0,1,1,1,3
-36.0,0.4000000000000004,0.19999999999999973,-0.30000000000000004,0,0,1,1,2
-36.0,0.4000000000000004,0.19999999999999973,-0.3999999999999999,0,0,0,1,1
-36.0,0.4000000000000004,0.19999999999999973,0.2,0,1,1,1,3
-36.0,0.4000000000000004,0.19999999999999973,0.30000000000000004,0,1,1,1,3
-36.0,0.4000000000000004,0.19999999999999973,0.4000000000000001,0,0,1,1,2
-36.0,0.4000000000000004,0.2999999999999998,0.30000000000000004,1,1,1,1,4
-36.0,0.4000000000000004,0.2999999999999998,-0.3999999999999999,0,0,0,1,1
-36.0,0.4000000000000004,0.2999999999999998,-0.5,0,0,1,1,2
-36.0,0.4000000000000004,0.2999999999999998,0.10000000000000007,0,0,0,1,1
-36.0,0.4000000000000004,0.2999999999999998,0.2,1,1,1,1,4
-36.0,0.4000000000000004,0.2999999999999998,0.4000000000000001,0,0,1,1,2
-36.0,0.4000000000000004,0.3999999999999999,0.30000000000000004,0,0,1,1,2
-36.0,0.4000000000000004,0.3999999999999999,0.2,0,0,0,1,1
-36.0,0.4000000000000004,0.3999999999999999,0.4000000000000001,0,0,0,1,1
-36.0,0.5,0.19999999999999973,0.4000000000000001,0,0,0,1,1
-36.0,0.5,0.19999999999999973,0.2,0,0,1,1,2
-36.0,0.5,0.19999999999999973,-0.30000000000000004,0,0,0,1,1
-36.0,0.5,0.19999999999999973,0.30000000000000004,0,0,1,1,2
-36.0,0.5,0.2999999999999998,-0.3999999999999999,0,0,1,1,2
-36.0,0.5,0.2999999999999998,-0.5999999999999999,0,0,0,1,1
-36.0,0.5,0.2999999999999998,-0.30000000000000004,0,0,0,1,1
-36.0,0.5,0.2999999999999998,-0.5,1,1,1,1,4
-36.0,0.5,0.2999999999999998,0.30000000000000004,1,1,1,1,4
-36.0,0.5,0.2999999999999998,0.2,0,1,1,1,3
-36.0,0.5,0.2999999999999998,0.4000000000000001,0,0,1,1,2
-36.0,0.5,0.3999999999999999,-0.5,0,0,0,1,1
-36.0,0.5,0.3999999999999999,0.4000000000000001,0,0,1,1,2
-36.0,0.5,0.3999999999999999,0.2,0,1,1,1,3
-36.0,0.5,0.3999999999999999,0.30000000000000004,0,1,1,1,3
-36.0,0.6000000000000005,0.19999999999999973,-0.2,0,0,1,1,2
-36.0,0.6000000000000005,0.19999999999999973,0.2,0,0,0,1,1
-36.0,0.6000000000000005,0.19999999999999973,0.30000000000000004,0,0,0,1,1
-36.0,0.6000000000000005,0.2999999999999998,-0.30000000000000004,0,0,1,1,2
-36.0,0.6000000000000005,0.2999999999999998,0.30000000000000004,0,1,1,1,3
-36.0,0.6000000000000005,0.2999999999999998,0.2,0,0,1,1,2
-36.0,0.6000000000000005,0.2999999999999998,0.4000000000000001,0,0,1,1,2
-36.0,0.6000000000000005,0.3999999999999999,-0.3999999999999999,0,1,1,1,3
-36.0,0.6000000000000005,0.3999999999999999,-0.5999999999999999,0,0,0,1,1
-36.0,0.6000000000000005,0.3999999999999999,-0.5,1,1,1,1,4
-36.0,0.6000000000000005,0.3999999999999999,0.30000000000000004,1,1,1,1,4
-36.0,0.6000000000000005,0.3999999999999999,0.2,1,1,1,1,4
-36.0,0.6000000000000005,0.3999999999999999,0.4000000000000001,0,1,1,1,3
-36.0,0.6000000000000005,0.3999999999999999,0.5000000000000002,0,0,0,1,1
-36.0,0.7000000000000002,0.2999999999999998,0.2,0,0,0,1,1
-36.0,0.7000000000000002,0.2999999999999998,-0.2,0,0,0,1,1
-36.0,0.7000000000000002,0.2999999999999998,0.30000000000000004,0,0,0,1,1
-36.0,0.7000000000000002,0.2999999999999998,0.4000000000000001,0,0,0,1,1
-36.0,0.7000000000000002,0.3999999999999999,0.2,0,0,1,1,2
-36.0,0.7000000000000002,0.3999999999999999,-0.5,0,0,0,1,1
-36.0,0.7000000000000002,0.3999999999999999,-0.30000000000000004,0,0,1,1,2
-36.0,0.7000000000000002,0.3999999999999999,0.5000000000000002,0,0,0,1,1
-36.0,0.7000000000000002,0.3999999999999999,0.30000000000000004,0,1,1,1,3
-36.0,0.7000000000000002,0.3999999999999999,0.4000000000000001,0,0,1,1,2
-36.0,0.7000000000000002,0.5,-0.5999999999999999,0,0,0,1,1
-36.0,0.7000000000000002,0.5,-0.5,1,1,1,1,4
-36.0,0.7000000000000002,0.5,-0.3999999999999999,0,1,1,1,3
-36.0,0.7000000000000002,0.5,0.5000000000000002,0,0,0,1,1
-36.0,0.7000000000000002,0.5,0.4000000000000001,0,1,1,1,3
-36.0,0.7999999999999998,0.3999999999999999,0.2,0,0,0,1,1
-36.0,0.7999999999999998,0.3999999999999999,0.4000000000000001,0,0,1,1,2
-36.0,0.7999999999999998,0.3999999999999999,0.30000000000000004,0,0,1,1,2
-36.0,0.7999999999999998,0.5,0.4000000000000001,0,1,1,1,3
-36.0,0.7999999999999998,0.5,-0.5,0,0,1,1,2
-36.0,0.7999999999999998,0.5,-0.30000000000000004,0,0,0,1,1
-36.0,0.7999999999999998,0.5,-0.5999999999999999,0,0,0,1,1
-36.0,0.7999999999999998,0.5,0.5000000000000002,0,0,0,1,1
-36.0,0.7999999999999998,0.5,0.2,0,1,1,1,3
-36.0,0.7999999999999998,0.5,0.30000000000000004,1,1,1,1,4
-36.0,0.7999999999999998,0.5999999999999996,-0.5999999999999999,0,0,0,1,1
-36.0,0.7999999999999998,0.5999999999999996,-0.5,0,1,1,1,3
-36.0,0.7999999999999998,0.5999999999999996,-0.3999999999999999,0,0,1,1,2
-36.0,0.9000000000000004,0.3999999999999999,0.30000000000000004,0,0,0,1,1
-36.0,0.9000000000000004,0.3999999999999999,-0.2,0,0,0,1,1
-36.0,0.9000000000000004,0.3999999999999999,0.4000000000000001,0,0,0,1,1
-36.0,0.9000000000000004,0.5,-0.30000000000000004,0,0,1,1,2
-36.0,0.9000000000000004,0.5,0.4000000000000001,0,0,1,1,2
-36.0,0.9000000000000004,0.5,0.5000000000000002,0,0,0,1,1
-36.0,0.9000000000000004,0.5,0.30000000000000004,0,1,1,1,3
-36.0,0.9000000000000004,0.5,0.2,0,0,0,1,1
-36.0,0.9000000000000004,0.5999999999999996,-0.5999999999999999,0,0,1,1,2
-36.0,0.9000000000000004,0.5999999999999996,-0.3999999999999999,0,0,0,1,1
-36.0,0.9000000000000004,0.5999999999999996,-0.5,0,0,1,1,2
-36.0,0.9000000000000004,0.5999999999999996,-0.30000000000000004,0,0,0,1,1
-36.0,0.9000000000000004,0.6999999999999997,-0.5,0,0,1,1,2
-36.0,0.9000000000000004,0.6999999999999997,-0.3999999999999999,0,0,0,1,1
-36.0,1.0,0.5,0.2,0,0,0,1,1
-36.0,1.0,0.5,0.4000000000000001,0,0,0,1,1
-36.0,1.0,0.5,0.30000000000000004,0,0,0,1,1
-36.0,1.0,0.5999999999999996,0.30000000000000004,0,0,0,1,1
-36.0,1.0,0.5999999999999996,-0.30000000000000004,0,0,1,1,2
-36.0,1.0,0.5999999999999996,0.4000000000000001,0,0,1,1,2
-36.0,1.0,0.5999999999999996,0.5000000000000002,0,0,1,1,2
-36.0,1.0,0.6999999999999997,-0.5,0,1,1,1,3
-36.0,1.0,0.6999999999999997,-0.5999999999999999,0,0,1,1,2
-36.0,1.0,0.6999999999999997,-0.3999999999999999,0,0,1,1,2
-36.0,1.0,0.7999999999999998,-0.5,0,0,0,1,1
-36.0,1.1000000000000003,0.5999999999999996,0.2,0,0,0,1,1
-36.0,1.1000000000000003,0.5999999999999996,0.4000000000000001,0,0,1,1,2
-36.0,1.1000000000000003,0.5999999999999996,0.30000000000000004,0,0,1,1,2
-36.0,1.1000000000000003,0.5999999999999996,0.5000000000000002,0,0,0,1,1
-36.0,1.1000000000000003,0.6999999999999997,-0.30000000000000004,0,0,1,1,2
-36.0,1.1000000000000003,0.7999999999999998,-0.5,1,1,1,1,4
-36.0,1.1000000000000003,0.7999999999999998,-0.5999999999999999,0,0,1,1,2
-36.0,1.1000000000000003,0.7999999999999998,-0.3999999999999999,0,1,1,1,3
-36.0,1.2000000000000002,0.5999999999999996,0.4000000000000001,0,0,0,1,1
-36.0,1.2000000000000002,0.5999999999999996,0.30000000000000004,0,0,0,1,1
-36.0,1.2000000000000002,0.7999999999999998,-0.30000000000000004,0,0,0,1,1
-36.0,1.2000000000000002,0.7999999999999998,-0.5999999999999999,0,0,0,1,1
-36.0,1.2000000000000002,0.8999999999999995,-0.3999999999999999,0,1,1,1,3
-36.0,1.2000000000000002,0.8999999999999995,-0.5,1,1,1,1,4
-36.0,1.2000000000000002,0.8999999999999995,-0.5999999999999999,0,0,1,1,2
-36.0,1.2999999999999998,0.8999999999999995,-0.30000000000000004,0,0,0,1,1
-36.0,1.2999999999999998,0.8999999999999995,-0.5,0,0,0,1,1
-36.0,1.2999999999999998,0.8999999999999995,-0.5999999999999999,0,0,1,1,2
-36.0,1.2999999999999998,1.0,-0.5,0,1,1,1,3
-36.0,1.2999999999999998,1.0,-0.5999999999999999,0,0,1,1,2
-36.0,1.2999999999999998,1.0,-0.3999999999999999,0,0,1,1,2
-36.0,1.4000000000000004,0.6999999999999997,0.4000000000000001,0,0,0,1,1
-36.0,1.4000000000000004,1.0,-0.5,0,0,0,1,1
-36.0,1.4000000000000004,1.0,-0.5999999999999999,0,0,1,1,2
-36.0,1.4000000000000004,1.0,-0.3999999999999999,0,0,0,1,1
-36.0,1.4000000000000004,1.0999999999999996,-0.5999999999999999,0,0,0,1,1
-36.0,1.4000000000000004,1.0999999999999996,-0.3999999999999999,0,0,0,1,1
-36.0,1.4000000000000004,1.0999999999999996,-0.5,0,0,1,1,2
-36.0,1.5,1.0999999999999996,-0.5,0,0,1,1,2
-36.0,1.5,1.0999999999999996,-0.3999999999999999,0,0,1,1,2
-36.0,1.5,1.0999999999999996,-0.5999999999999999,0,1,1,1,3
-36.0,1.5,1.2000000000000002,-0.5999999999999999,0,0,0,1,1
-36.0,1.5,1.2000000000000002,-0.5,0,0,0,1,1
-36.0,1.6000000000000003,1.2000000000000002,-0.5999999999999999,1,1,1,1,4
-36.0,1.6000000000000003,1.2000000000000002,-0.5,0,1,1,1,3
-36.0,1.6000000000000003,1.2000000000000002,-0.3999999999999999,0,1,1,1,3
-36.0,1.7000000000000002,1.2000000000000002,-0.5999999999999999,0,0,0,1,1
-36.0,1.7000000000000002,1.2000000000000002,-0.30000000000000004,0,0,0,1,1
-36.0,1.7000000000000002,1.2999999999999998,-0.3999999999999999,0,1,1,1,3
-36.0,1.7000000000000002,1.2999999999999998,-0.5999999999999999,0,1,1,1,3
-36.0,1.7000000000000002,1.2999999999999998,-0.5,0,1,1,1,3
-36.0,1.7999999999999998,1.2999999999999998,-0.5999999999999999,0,0,1,1,2
-36.0,1.7999999999999998,1.2999999999999998,-0.30000000000000004,0,0,0,1,1
-36.0,1.7999999999999998,1.3999999999999997,-0.5,0,1,1,1,3
-36.0,1.7999999999999998,1.3999999999999997,-0.5999999999999999,0,0,1,1,2
-36.0,1.7999999999999998,1.3999999999999997,-0.3999999999999999,0,0,1,1,2
-36.0,1.9000000000000004,1.3999999999999997,-0.3999999999999999,0,0,0,1,1
-36.0,1.9000000000000004,1.3999999999999997,-0.5999999999999999,0,1,1,1,3
-36.0,1.9000000000000004,1.3999999999999997,-0.5,0,0,0,1,1
-36.0,1.9000000000000004,1.3999999999999997,-0.30000000000000004,0,0,0,1,1
-36.0,1.9000000000000004,1.5,-0.5999999999999999,0,0,1,1,2
-36.0,1.9000000000000004,1.5,-0.3999999999999999,0,0,0,1,1
-36.0,1.9000000000000004,1.5,-0.5,0,0,1,1,2
-36.0,2.0,1.5,-0.3999999999999999,0,0,1,1,2
-36.0,2.0,1.5,-0.5,0,0,1,1,2
-36.0,2.0,1.5999999999999996,-0.5999999999999999,0,0,0,1,1
-36.0,2.0,1.5999999999999996,-0.5,0,0,0,1,1
-36.0,2.1000000000000005,1.5999999999999996,-0.5,0,1,1,1,3
-36.0,2.1000000000000005,1.5999999999999996,-0.3999999999999999,0,1,1,1,3
-36.0,2.2,1.7000000000000002,-0.5,0,1,1,1,3
-36.0,2.2,1.7000000000000002,-0.3999999999999999,0,1,1,1,3
-36.0,2.3,1.7999999999999998,-0.5,0,1,1,1,3
-36.0,2.3,1.7999999999999998,-0.3999999999999999,0,0,1,1,2
-36.0,2.4000000000000004,1.7999999999999998,-0.3999999999999999,0,0,0,1,1
-36.0,2.4000000000000004,1.7999999999999998,-0.30000000000000004,0,0,0,1,1
-36.0,2.4000000000000004,1.9,-0.5,0,0,1,1,2
-36.0,2.4000000000000004,1.9,-0.3999999999999999,0,0,0,1,1
-36.0,2.5,1.9,-0.30000000000000004,0,0,0,1,1
-36.0,2.5,1.9,-0.3999999999999999,0,0,1,1,2
-36.0,2.5,2.0,-0.5,0,0,0,1,1
-36.0,2.6000000000000005,2.0,-0.3999999999999999,0,0,1,1,2
-36.0,2.7,2.1,-0.3999999999999999,0,0,1,1,2
-36.0,2.8,2.2,-0.3999999999999999,0,0,1,1,2
-36.0,2.9000000000000004,2.3,-0.3999999999999999,0,0,0,1,1
-36.0,3.0,2.3,-0.3999999999999999,0,0,0,1,1
-36.0,3.0,2.3,-0.30000000000000004,0,0,0,1,1
-36.0,3.1000000000000005,2.3999999999999995,-0.30000000000000004,0,0,0,1,1
-34.0,-3.6,-2.8,-0.30000000000000004,0,0,0,1,1
-34.0,-3.5,-2.7,-0.30000000000000004,0,0,0,1,1
-34.0,-3.3000000000000003,-2.6,-0.30000000000000004,0,0,1,1,2
-34.0,-3.2,-2.5,-0.30000000000000004,0,0,1,1,2
-34.0,-3.1,-2.6,-0.30000000000000004,0,0,1,1,2
-34.0,-3.1,-2.5,-0.30000000000000004,0,0,1,1,2
-34.0,-3.1,-2.4,-0.30000000000000004,0,0,1,1,2
-34.0,-3.0,-2.5,-0.30000000000000004,0,1,1,1,3
-34.0,-3.0,-2.4,-0.30000000000000004,0,0,0,1,1
-34.0,-3.0,-2.3,-0.30000000000000004,0,0,0,1,1
-34.0,-2.9000000000000004,-2.4,-0.30000000000000004,0,1,1,1,3
-34.0,-2.9000000000000004,-2.3,-0.30000000000000004,0,0,0,1,1
-34.0,-2.8,-2.4,-0.30000000000000004,0,0,0,1,1
-34.0,-2.8,-2.3,-0.30000000000000004,0,0,1,1,2
-34.0,-2.8,-2.2,-0.30000000000000004,0,0,1,1,2
-34.0,-2.7,-2.3,-0.30000000000000004,0,0,1,1,2
-34.0,-2.7,-2.2,-0.30000000000000004,0,0,1,1,2
-34.0,-2.7,-2.1,-0.30000000000000004,0,0,1,1,2
-34.0,-2.6,-2.2,-0.30000000000000004,0,1,1,1,3
-34.0,-2.6,-2.1,-0.30000000000000004,0,0,0,1,1
-34.0,-2.6,-2.0,-0.30000000000000004,0,0,1,1,2
-34.0,-2.5,-2.2,-0.2,0,0,0,1,1
-34.0,-2.5,-2.1,-0.30000000000000004,0,1,1,1,3
-34.0,-2.5,-2.0,-0.30000000000000004,0,0,0,1,1
-34.0,-2.5,-1.9,-0.30000000000000004,0,0,0,1,1
-34.0,-2.4000000000000004,-2.1,-0.2,0,0,1,1,2
-34.0,-2.4000000000000004,-2.0,-0.30000000000000004,0,1,1,1,3
-34.0,-2.4000000000000004,-1.9,-0.30000000000000004,0,0,0,1,1
-34.0,-2.3,-2.0,-0.2,0,0,1,1,2
-34.0,-2.3,-2.0,-0.30000000000000004,0,0,0,1,1
-34.0,-2.3,-1.9,-0.30000000000000004,0,0,1,1,2
-34.0,-2.3,-1.8,-0.30000000000000004,0,0,1,1,2
-34.0,-2.2,-1.9,-0.2,0,1,1,1,3
-34.0,-2.2,-1.9,-0.30000000000000004,0,0,1,1,2
-34.0,-2.2,-1.8,-0.30000000000000004,0,0,0,1,1
-34.0,-2.2,-1.8,-0.3999999999999999,0,0,0,1,1
-34.0,-2.2,-1.7,-0.30000000000000004,0,0,1,1,2
-34.0,-2.1,-1.8,-0.2,1,1,1,1,4
-34.0,-2.1,-1.8,-0.30000000000000004,0,1,1,1,3
-34.0,-2.1,-1.6,-0.30000000000000004,0,0,0,1,1
-34.0,-2.0,-1.8,-0.2,0,0,0,1,1
-34.0,-2.0,-1.7,-0.30000000000000004,0,1,1,1,3
-34.0,-2.0,-1.7,-0.3999999999999999,0,0,0,1,1
-34.0,-2.0,-1.7,-0.2,1,1,1,1,4
-34.0,-2.0,-1.6,-0.30000000000000004,0,0,0,1,1
-34.0,-1.9,-1.7,-0.30000000000000004,0,0,0,1,1
-34.0,-1.9,-1.7,-0.2,0,0,0,1,1
-34.0,-1.9,-1.6,-0.2,0,1,1,1,3
-34.0,-1.9,-1.6,-0.30000000000000004,0,1,1,1,3
-34.0,-1.9,-1.6,-0.3999999999999999,0,0,0,1,1
-34.0,-1.9,-1.5,-0.30000000000000004,0,0,1,1,2
-34.0,-1.7999999999999998,-1.6,-0.2,0,0,1,1,2
-34.0,-1.7999999999999998,-1.6,-0.30000000000000004,0,0,1,1,2
-34.0,-1.7999999999999998,-1.5,-0.3999999999999999,0,0,0,1,1
-34.0,-1.7999999999999998,-1.5,-0.30000000000000004,0,0,1,1,2
-34.0,-1.7999999999999998,-1.5,-0.2,0,0,1,1,2
-34.0,-1.7999999999999998,-1.4,-0.30000000000000004,0,1,1,1,3
-34.0,-1.7000000000000002,-1.5,-0.2,0,0,1,1,2
-34.0,-1.7000000000000002,-1.5,-0.30000000000000004,0,1,1,1,3
-34.0,-1.7000000000000002,-1.4,-0.3999999999999999,0,0,0,1,1
-34.0,-1.7000000000000002,-1.4,-0.2,0,0,0,1,1
-34.0,-1.7000000000000002,-1.4,-0.30000000000000004,0,0,0,1,1
-34.0,-1.7000000000000002,-1.3,-0.30000000000000004,0,0,0,1,1
-34.0,-1.7000000000000002,-1.3,-0.2,0,0,0,1,1
-34.0,-1.6,-1.4,-0.30000000000000004,0,1,1,1,3
-34.0,-1.6,-1.4,-0.3999999999999999,0,0,0,1,1
-34.0,-1.6,-1.4,-0.2,0,0,1,1,2
-34.0,-1.6,-1.3,-0.2,0,0,0,1,1
-34.0,-1.6,-1.3,-0.3999999999999999,0,0,0,1,1
-34.0,-1.6,-1.2000000000000002,-0.2,0,0,1,1,2
-34.0,-1.5,-1.3,-0.3999999999999999,0,0,1,1,2
-34.0,-1.5,-1.3,-0.2,0,0,1,1,2
-34.0,-1.5,-1.3,-0.30000000000000004,1,1,1,1,4
-34.0,-1.5,-1.2000000000000002,-0.30000000000000004,0,0,1,1,2
-34.0,-1.5,-1.1,-0.2,0,0,0,1,1
-34.0,-1.4,-1.3,-0.30000000000000004,0,0,0,1,1
-34.0,-1.4,-1.2000000000000002,-0.3999999999999999,0,0,1,1,2
-34.0,-1.4,-1.2000000000000002,-0.30000000000000004,0,1,1,1,3
-34.0,-1.4,-1.2000000000000002,-0.2,0,0,1,1,2
-34.0,-1.4,-1.1,-0.30000000000000004,0,1,1,1,3
-34.0,-1.2999999999999998,-1.2000000000000002,-0.30000000000000004,0,0,1,1,2
-34.0,-1.2999999999999998,-1.1,-0.2,0,0,0,1,1
-34.0,-1.2999999999999998,-1.1,-0.30000000000000004,0,1,1,1,3
-34.0,-1.2999999999999998,-1.1,-0.3999999999999999,0,0,1,1,2
-34.0,-1.2999999999999998,-1.0,-0.30000000000000004,0,0,0,1,1
-34.0,-1.2999999999999998,-1.0,-0.2,0,0,1,1,2
-34.0,-1.2000000000000002,-1.1,-0.30000000000000004,0,1,1,1,3
-34.0,-1.2000000000000002,-1.1,-0.2,0,0,0,1,1
-34.0,-1.2000000000000002,-1.1,-0.3999999999999999,0,0,0,1,1
-34.0,-1.2000000000000002,-1.0,-0.2,0,0,0,1,1
-34.0,-1.2000000000000002,-1.0,-0.3999999999999999,0,0,1,1,2
-34.0,-1.2000000000000002,-1.0,-0.30000000000000004,0,0,1,1,2
-34.0,-1.2000000000000002,-0.8999999999999999,-0.2,0,0,1,1,2
-34.0,-1.2000000000000002,-0.7000000000000002,0.2,0,0,0,1,1
-34.0,-1.2000000000000002,-0.6000000000000001,0.10000000000000007,0,0,0,1,1
-34.0,-1.1,-1.0,-0.30000000000000004,0,1,1,1,3
-34.0,-1.1,-1.0,-0.2,0,0,0,1,1
-34.0,-1.1,-1.0,-0.3999999999999999,0,0,1,1,2
-34.0,-1.1,-0.8999999999999999,-0.30000000000000004,0,1,1,1,3
-34.0,-1.1,-0.8999999999999999,-0.3999999999999999,0,0,0,1,1
-34.0,-1.1,-0.7000000000000002,0.2,0,0,0,1,1
-34.0,-1.1,-0.6000000000000001,0.10000000000000007,0,0,0,1,1
-34.0,-1.1,-0.6000000000000001,0.2,0,0,0,1,1
-34.0,-1.1,-0.5,0.10000000000000007,0,0,0,1,1
-34.0,-1.0,-0.8999999999999999,-0.30000000000000004,1,1,1,1,4
-34.0,-1.0,-0.8999999999999999,-0.3999999999999999,0,1,1,1,3
-34.0,-1.0,-0.7999999999999998,-0.2,0,0,1,1,2
-34.0,-1.0,-0.7999999999999998,-0.30000000000000004,0,0,1,1,2
-34.0,-1.0,-0.6000000000000001,0.2,0,0,1,1,2
-34.0,-1.0,-0.6000000000000001,0.10000000000000007,0,0,0,1,1
-34.0,-1.0,-0.5,0.2,0,0,0,1,1
-34.0,-1.0,-0.5,0.10000000000000007,0,0,1,1,2
-34.0,-0.8999999999999999,-0.8999999999999999,-0.30000000000000004,0,0,0,1,1
-34.0,-0.8999999999999999,-0.7999999999999998,-0.3999999999999999,0,1,1,1,3
-34.0,-0.8999999999999999,-0.7999999999999998,-0.30000000000000004,0,1,1,1,3
-34.0,-0.8999999999999999,-0.7000000000000002,-0.2,0,0,1,1,2
-34.0,-0.8999999999999999,-0.6000000000000001,0.2,0,0,1,1,2
-34.0,-0.8999999999999999,-0.5,0.10000000000000007,0,0,1,1,2
-34.0,-0.8999999999999999,-0.5,0.2,0,0,1,1,2
-34.0,-0.8999999999999999,-0.3999999999999999,0.10000000000000007,0,0,0,1,1
-34.0,-0.8999999999999999,-0.3999999999999999,0.2,0,0,0,1,1
-34.0,-0.7999999999999998,-0.7999999999999998,-0.3999999999999999,0,0,0,1,1
-34.0,-0.7999999999999998,-0.7999999999999998,-0.30000000000000004,0,0,0,1,1
-34.0,-0.7999999999999998,-0.7000000000000002,-0.30000000000000004,0,1,1,1,3
-34.0,-0.7999999999999998,-0.7000000000000002,-0.3999999999999999,0,1,1,1,3
-34.0,-0.7999999999999998,-0.6000000000000001,0.2,0,0,0,1,1
-34.0,-0.7999999999999998,-0.5,0.10000000000000007,0,0,0,1,1
-34.0,-0.7999999999999998,-0.5,0.2,0,0,1,1,2
-34.0,-0.7999999999999998,-0.3999999999999999,0.2,0,0,1,1,2
-34.0,-0.7999999999999998,-0.3999999999999999,0.10000000000000007,0,1,1,1,3
-34.0,-0.7999999999999998,-0.3000000000000003,0.10000000000000007,0,0,0,1,1
-34.0,-0.7000000000000002,-0.7000000000000002,-0.3999999999999999,0,0,1,1,2
-34.0,-0.7000000000000002,-0.7000000000000002,-0.30000000000000004,0,0,1,1,2
-34.0,-0.7000000000000002,-0.6000000000000001,-0.3999999999999999,0,0,1,1,2
-34.0,-0.7000000000000002,-0.6000000000000001,-0.30000000000000004,0,1,1,1,3
-34.0,-0.7000000000000002,-0.6000000000000001,-0.2,0,0,1,1,2
-34.0,-0.7000000000000002,-0.6000000000000001,-0.09999999999999988,0,0,1,1,2
-34.0,-0.7000000000000002,-0.5,0.2,0,0,1,1,2
-34.0,-0.7000000000000002,-0.3999999999999999,0.10000000000000007,0,0,1,1,2
-34.0,-0.7000000000000002,-0.3999999999999999,0.2,0,0,1,1,2
-34.0,-0.7000000000000002,-0.3000000000000003,0.10000000000000007,0,0,1,1,2
-34.0,-0.7000000000000002,-0.3000000000000003,0.2,0,0,0,1,1
-34.0,-0.6000000000000001,-0.6000000000000001,-0.30000000000000004,0,0,1,1,2
-34.0,-0.6000000000000001,-0.6000000000000001,-0.3999999999999999,0,1,1,1,3
-34.0,-0.6000000000000001,-0.5,-0.09999999999999988,0,0,1,1,2
-34.0,-0.6000000000000001,-0.5,-0.30000000000000004,0,0,0,1,1
-34.0,-0.6000000000000001,-0.5,-0.2,0,0,0,1,1
-34.0,-0.6000000000000001,-0.5,-0.3999999999999999,0,0,0,1,1
-34.0,-0.6000000000000001,-0.5,0.2,0,0,0,1,1
-34.0,-0.6000000000000001,-0.3999999999999999,0.10000000000000007,0,0,0,1,1
-34.0,-0.6000000000000001,-0.3999999999999999,0.2,0,0,1,1,2
-34.0,-0.6000000000000001,-0.3999999999999999,0.30000000000000004,0,0,0,1,1
-34.0,-0.6000000000000001,-0.3000000000000003,0.30000000000000004,0,0,0,1,1
-34.0,-0.6000000000000001,-0.3000000000000003,0.2,0,0,1,1,2
-34.0,-0.6000000000000001,-0.3000000000000003,0.10000000000000007,0,1,1,1,3
-34.0,-0.6000000000000001,-0.20000000000000012,0.10000000000000007,0,0,0,1,1
-34.0,-0.6000000000000001,-0.20000000000000012,0.2,0,0,0,1,1
-34.0,-0.5,-0.5,-0.30000000000000004,0,0,1,1,2
-34.0,-0.5,-0.5,-0.3999999999999999,1,1,1,1,4
-34.0,-0.5,-0.5,-0.2,0,0,0,1,1
-34.0,-0.5,-0.3999999999999999,-0.3999999999999999,0,0,0,1,1
-34.0,-0.5,-0.3999999999999999,0.2,0,0,1,1,2
-34.0,-0.5,-0.3000000000000003,0.10000000000000007,0,0,1,1,2
-34.0,-0.5,-0.3000000000000003,0.2,0,1,1,1,3
-34.0,-0.5,-0.3000000000000003,0.30000000000000004,0,0,0,1,1
-34.0,-0.5,-0.20000000000000012,0.2,0,0,1,1,2
-34.0,-0.5,-0.20000000000000012,0.10000000000000007,0,0,1,1,2
-34.0,-0.5,-0.20000000000000012,0.30000000000000004,0,0,0,1,1
-34.0,-0.3999999999999999,-0.5,-0.3999999999999999,0,0,0,1,1
-34.0,-0.3999999999999999,-0.3999999999999999,-0.30000000000000004,0,0,1,1,2
-34.0,-0.3999999999999999,-0.3999999999999999,0.2,0,0,0,1,1
-34.0,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,1,1,1,1,4
-34.0,-0.3999999999999999,-0.3999999999999999,-0.2,0,1,1,1,3
-34.0,-0.3999999999999999,-0.3999999999999999,-0.09999999999999988,0,0,1,1,2
-34.0,-0.3999999999999999,-0.3000000000000003,0.2,0,1,1,1,3
